cadence,eyeMoveBigHorizontal,focus,numBlinks,sleepy
106,1.2,2,27.6,1
0,1.428571,2,14.28571,1
106,60,0,0,0
114,0,0,0,0
113,0,0,0,0
113,20,0,40,0
0,0,2,21.92308,1
0,2.608696,1,35.21739,1
0,3.103448,2,30,1
0,4.528302,2,33.96226,1
0,1.176471,2,40,2
0,0,2,28.42105,1
0,7.058824,2,38.82353,2
0,3.157895,2,30.52632,2
0,2.033898,2,22.37288,1
0,4,1,27,1
0,0,2,46.90909,2
0,0,2,48.23529,1
0,0,2,43,2
0,7.5,2,45,2
0,5.172414,2,51.72414,2
0,7.5,2,42.85714,2
0,2,2,38,2
0,3,1,35,1
0,6.101695,2,40.67797,2
0,0,2,15,1
0,0,2,18,1
0,0,2,11.18644,1
0,0,2,7,1
0,0,1,16,1
0,0,1,12,1
0,0,2,8,1
0,9.599999,2,22.8,1
0,12.45283,2,38.49057,2
0,8.571429,0,32.14286,0
0,3.636364,0,27.27273,0
0,18.62069,0,33.10345,0
0,22.85714,0,22.85714,0
0,5,1,22.5,3
0,12.63158,2,28.42105,2
0,15.31915,1,17.87234,2
0,17.83784,1,27.56757,2
0,21.53846,0,21.53846,0
0,4.615385,2,34.61538,1
0,12,2,28,1
114,0,0,0,0
111,0,0,44.44444,0
115,0,0,0,0
115,0,0,0,0
114,20,0,40,0
0,3.870968,0,56.12903,0
105,0,0,52.5,0
113,0,0,0,0
106,0,0,14.4,0
0,2.608696,1,15.65217,2
0,5.172414,2,15.51724,1
0,6,1,20,1
0,6.818182,1,28.63636,2
0,5.714286,1,28.57143,1
0,2.105263,1,23.15789,1
0,1.090909,2,18.54545,2
0,5.084746,2,30.50848,1
0,5.660378,2,31.69811,1
0,3.050847,2,18.30508,2
0,2.142857,2,31.07143,2
0,6.428572,2,45,2
0,4.285715,2,36.42857,1
0,8.421053,2,38.94737,1
0,3,2,41,1
0,4.067797,2,48.81356,2
0,2,2,41,2
0,1,2,36,2
0,14.04255,1,30.6383,2
0,1.111111,2,37.77778,1
0,16.36364,2,36,2
0,3,2,27,2
0,3,2,25,1
0,6.206897,2,25.86207,2
0,13.44828,2,23.7931,2
0,3,2,27,2
0,1,2,39,2
0,6,2,28,2
0,7,2,33,2
0,3,2,28,2
0,3,1,27,2
0,2,1,37,2
0,3,2,29,2
0,8,2,34,2
0,9.152542,2,21.35593,2
0,5.882353,2,27.05882,2
0,8.275862,2,35.17242,3
0,9.230769,0,43.84615,0
98,20,0,40,0
106,12,0,30,0
113,20,0,0,0
108,0,0,48,0
107,4.615385,0,55.38462,0
109,7.5,0,32.5,0
94,0,0,23.57143,0
0,0,0,34.73684,0
94,0,0,15,0
93,0,0,35,0
112,0,0,28.23529,0
115,4.615385,0,50.76923,0
109,12,0,27,0
106,0,0,52.5,0
100,12,0,24,0
98,0,0,19.35484,0
98,0,0,25.71429,0
95,0,0,54.28571,0
0,1.621622,0,22.7027,0
0,7.5,0,37.5,0
0,3.157895,0,15.78947,0
0,10,0,43.33333,0
110,14.11765,0,45.88235,0
0,7.924529,2,45.28302,2
0,13.04348,2,33.91304,2
0,6.153846,0,58.46154,0
0,0,2,7,1
0,3,2,9,2
0,4.444445,2,22.22222,2
0,15,1,22.5,2
113,17.14286,0,34.28572,0
114,7.058824,0,52.94118,0
111,0,0,43.63636,0
113,16.36364,0,60,0
119,0,0,20,0
118,0,0,60,0
112,0,0,56,0
112,0,0,42.22222,0
0,8.93617,1,48.51064,2
0,1,3,9,0
0,0,2,1,0
0,0,2,12,0
0,0,2,3,1
0,0,2,3,1
0,0,2,1,1
0,0,2,4,1
0,0,3,7,1
0,0,1,12,1
0,0,2,9,1
0,1,2,2,1
0,1,2,11,1
0,0,2,21,1
0,1,2,28,1
0,1,2,20,3
0,1,3,11,2
0,1,2,15,1
0,0,2,23,2
0,1,2,20,3
0,0,1,18,3
0,0,3,5,2
0,1,3,11,2
0,0,2,16.47059,2
0,2.222222,2,44.44444,1
0,0,1,35.21739,2
0,0,1,36.81818,3
0,2,2,14,3
0,0,2,33.46154,1
0,2.033898,2,6.101695,2
0,0,2,3,1
0,0,2,1,1
0,0,2,2,1
0,0,2,0,1
0,0,1,12,1
0,0,2,5,1
0,0,2,10,1
0,2,2,21,2
0,0,2,16,2
0,0,2,3,1
0,0,2,3,1
0,2,2,8,1
0,0,3,13,1
0,0,2,3,1
0,1.071429,2,24.64286,1
0,0,2,27.85714,2
0,2.105263,2,45.26316,2
0,1.621622,2,47.02703,2
0,0,2,18.21429,1
0,0,2,11,1
0,0,2,6.101695,2
0,0,2,10,2
0,0,2,12.20339,2
0,1.016949,2,15.25424,2
0,0,2,18,1
0,3.529412,2,22.35294,2
0,0,2,18.94737,1
0,0,1,20.37736,1
0,2.4,2,31.2,1
0,0,2,30,3
0,1.071429,2,28.92857,1
0,1,2,27,2
0,1,1,25,1
0,0,1,16,2
0,0,2,26,2
0,0,1,25,2
0,0,2,14,1
0,2,2,31,1
0,1,1,25,1
0,2,2,15,1
0,0,3,8,1
0,3,2,23,1
0,7.5,1,21.42857,1
0,2.5,1,31.25,1
0,0,1,0,1
0,0,2,5.084746,2
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,1
0,0,2,0,1
0,0,0,0,0
0,0,2,3,1
0,0,2,0,1
0,0,2,2,1
0,0,2,0,1
0,0,2,1.016949,1
0,0,3,8,1
0,0,3,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,2,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1.176471,2,21.17647,1
0,1,2,10,1
0,0,1,10,1
0,1,2,11,1
0,1,1,14,1
0,0,2,20,1
0,0,1,30,1
0,0,1,28.47458,1
0,0,2,25,1
0,0,2,24,1
0,0,2,29,2
0,2.033898,2,33.55932,2
0,0,1,13,2
0,0,1,18.62069,1
0,2,2,13,2
0,0,2,17,2
0,0,2,27,2
0,0,1,18,1
0,0,2,15,2
0,0,1,18,2
0,0,2,26,1
0,1,1,24,2
0,2.222222,2,43.33333,3
0,5.357143,2,31.07143,1
0,6.206897,3,14.48276,1
0,6,2,21,2
0,1.090909,2,27.27273,2
0,6.545455,2,31.63636,2
113,3.75,0,18.75,0
114,30,0,90,0
107,0,0,97.5,0
108,0,0,0,0
106,0,0,0,0
106,0,0,0,0
105,0,0,30,0
110,0,0,0,0
111,0,0,0,0
113,0,0,0,0
111,0,0,0,0
107,0,0,0,0
107,0,0,0,0
106,0,0,0,0
110,10,0,55,0
113,0,0,55,0
113,0,0,61.13208,0
106,0,0,19.2,0
104,3.6,0,37.2,0
0,1.034483,3,12.41379,1
0,0,3,0,1
0,0,2,3.272727,1
0,1.071429,2,24.64286,1
0,8.75,2,8.75,2
0,16.84211,2,3.157895,2
0,9,2,3,2
0,4,2,0,1
0,5.084746,2,1.016949,3
0,4.137931,2,1.034483,3
0,7,2,2,3
0,4,2,0,1
0,1.016949,0,0,0
0,31.25,2,13.75,3
0,17.89474,3,9.473684,1
0,4,3,0,1
0,0,0,0,0
0,0,0,0,0
0,1,0,0,0
0,3,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,3.157895,2,1.052632,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,1.016949,2,1.016949,1
0,0,2,0,1
0,3.75,1,16.25,1
0,1.153846,2,6.923077,1
0,0,2,0,1
0,1.090909,2,14.18182,1
0,0,3,7,1
0,0,2,7,1
0,0,2,3,1
0,0,2,0,1
0,0,2,1,1
0,0,2,6,1
0,0,2,5,1
0,0,2,5,1
0,0,2,6,1
0,0,2,1,1
0,0,2,3,1
0,0,2,2,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,9,0
113,15,0,15,0
113,0,0,0,0
115,0,0,0,0
113,60,0,0,0
116,0,0,54,0
113,0,0,100.8,0
100,2.857143,0,58.57143,0
0,2.105263,2,36.84211,0
0,3.461539,2,36.92308,1
109,0,0,30,0
115,0,0,0,0
114,0,0,0,0
112,0,0,180,0
112,0,0,60,0
0,4.285715,1,32.85714,2
0,2.222222,2,27.77778,1
0,11.32076,2,36.22642,1
0,4,2,21,2
0,0,1,21,2
0,0,1,25.86207,2
97,0,0,24.44444,0
98,4.285715,0,38.57143,0
0,0,2,37.24138,2
0,9.152542,2,31.52542,2
0,1,2,33,1
0,1,2,25,1
0,5,2,26,1
0,9.310345,2,38.27586,2
0,0,2,30,2
0,1.2,2,43.2,2
0,2.068965,3,13.44828,2
0,1.052632,2,23.15789,2
0,3.157895,2,25.26316,2
0,2,2,15,2
0,2.033898,2,18.30508,1
0,1,2,21,2
0,4.897959,1,23.26531,3
0,7.118644,2,25.42373,3
0,3.103448,2,23.7931,3
0,0,2,19,2
0,4.137931,2,35.17242,3
0,10.71429,2,39.64286,2
0,2,1,31,2
0,0,1,25.42373,2
0,1,2,28,2
0,1,2,16,2
0,2,1,33,1
0,6.101695,2,30.50848,2
0,15.25424,2,36.61017,2
0,6.428572,2,36.42857,1
0,5.357143,1,26.78571,1
0,1.016949,2,23.38983,2
0,2.105263,1,23.15789,2
0,2,2,26,2
0,2.105263,2,27.36842,2
0,0,1,19.32203,1
0,3,2,22,1
0,3,1,20,1
0,0,2,25,1
0,2.033898,1,14.23729,1
0,6.666667,1,18.88889,1
0,1,2,19,1
0,0,1,12,1
0,1,2,19,1
0,1,1,12,2
0,0,2,18,1
0,1,2,20,1
0,4.067797,2,27.45763,1
0,10,1,26,1
0,1,2,26,1
0,2,2,21,1
0,0,2,22,1
0,0,2,16,2
0,0,1,16,1
0,3.157895,2,31.57895,2
0,5.882353,2,31.76471,3
0,3.214286,2,30,2
0,3.272727,3,8.727272,2
0,1.016949,2,6.101695,2
0,7.5,3,9.642857,1
0,1.016949,2,2.033898,1
0,1,2,4,1
0,1,2,8,2
0,3.103448,2,6.206897,1
0,4.067797,2,3.050847,1
0,1,2,3,1
0,0,2,1,1
0,0,2,2,1
0,1,2,3,1
0,2.068965,2,0,1
0,2,2,4,1
0,1,2,0,1
0,5,3,7,2
0,0,1,18,3
0,0,2,25,2
0,5.084746,2,27.45763,1
0,5.263158,2,17.89474,1
0,1,3,10,1
0,0,2,1,1
0,3.050847,2,9.152542,1
0,0,2,14,1
0,1,2,20,1
0,2.033898,2,19.32203,2
0,0,2,26,2
0,1,1,16,2
0,0,1,17,1
0,4.067797,2,13.22034,1
0,2,2,15,1
0,1.016949,2,15.25424,1
0,0,1,13,2
0,1.034483,1,16.55172,1
0,0,1,11.57895,3
0,5,2,1,1
0,4,2,28,3
0,2.857143,1,22.85714,2
105,0,0,30,0
114,0,0,36.66667,0
0,2.181818,2,34.90909,3
0,3.103448,2,50.68966,2
0,0,2,25.42373,2
0,3,2,28,2
0,5.084746,2,26.44068,2
0,1.016949,2,28.47458,2
0,4.285715,2,28.92857,2
0,0,2,22.37288,2
0,0,2,40.75472,2
128,0,0,55.38462,0
0,1.538462,0,40,0
0,1.22449,1,46.53061,2
112,4,0,36,0
113,20,0,20,0
114,6,0,42,0
0,5.106383,1,43.40425,2
0,9.818181,2,50.18182,2
0,6,2,58.8,2
0,10,2,56.66666,2
0,13.33333,0,43.33333,0
0,4.5,1,51,2
0,3.461539,2,35.76923,2
0,5.714286,1,41.42857,2
0,2.068965,2,47.58621,2
0,4,2,38,2
0,1,1,22,2
0,1.016949,2,30.50848,2
0,11.37931,2,53.7931,2
0,8,2,50,2
0,12.41379,2,53.7931,2
0,8,1,61,2
0,11.37931,2,43.44827,2
0,4,2,32,2
0,4.210526,2,34.73684,2
0,4,1,50.66667,1
0,3.157895,2,27.36842,2
0,0,2,18,2
0,5.660378,2,40.75472,2
109,12.63158,0,44.21053,0
107,60,0,20,0
0,0,1,28,2
0,4,2,7,2
0,3,1,20,2
0,2.142857,2,13.92857,2
0,2,3,12,3
0,1.016949,1,13.22034,2
0,6.31579,3,12.63158,3
0,2.033898,2,18.30508,2
0,3.272727,2,18.54545,1
0,4.210526,2,29.47368,1
0,2.181818,3,7.636364,2
0,4,1,12,1
0,1,2,2,1
0,3,3,10,2
0,1.052632,2,14.73684,1
0,2.068965,1,16.55172,1
0,2,2,16,1
0,3,3,9,1
0,0,2,6,2
0,4.137931,2,17.58621,1
0,0,2,18,1
0,2,1,13,2
0,0,3,12,2
0,1,3,14,1
0,11.35135,3,32.43243,1
0,0,2,20,2
0,2.352941,1,15.29412,1
0,4.090909,1,31.36364,1
0,5,3,14,1
0,1.016949,2,1.016949,1
0,0,2,5.084746,2
0,0,2,1,1
0,0,2,0,1
0,0,0,0,0
0,0,2,7,2
0,3.214286,3,7.5,1
0,3.333333,2,15.55556,1
0,6,1,11,3
0,3,2,2,1
0,2.033898,3,12.20339,1
0,0,3,11,1
0,1,3,0,1
0,4,3,6,2
0,3.214286,2,8.571429,1
0,3,2,4,1
0,4.067797,3,8.135593,1
0,4.363636,3,12,1
0,9,2,26,1
0,11.18644,2,28.47458,1
0,3.214286,2,28.92857,1
0,3.67347,1,18.36735,1
0,0,2,15,2
0,0,3,8,2
0,5,1,25,2
0,1.304348,1,35.21739,1
0,1.395349,1,22.32558,2
0,0,1,36,2
0,0,1,32.09303,2
0,4.285715,1,35.71429,2
0,2.142857,1,25.71429,2
0,0,0,19.2,0
0,9.130434,1,33.91304,1
0,11.78571,2,22.5,2
0,7.659575,1,52.34043,1
0,8.275862,2,42.41379,1
0,4,2,29,1
0,6,2,20,1
0,7.368421,2,31.57895,1
0,12.45283,2,32.83019,1
0,10,2,38,1
0,10.21277,1,22.97872,1
0,9.310345,2,22.75862,2
0,5,2,25,1
0,16.55172,1,12.41379,1
0,21.11111,2,24.44444,2
0,26.66667,1,24.44444,1
0,11.48936,1,19.14894,1
0,10,2,29,2
0,17,1,22,2
0,10,2,17,2
0,3.333333,2,30,2
0,7,2,23,2
0,5,2,15,1
0,12.20339,2,20.33898,1
0,14,2,20,1
0,8.135593,2,14.23729,1
0,11.18644,1,21.35593,2
0,9.818181,2,9.818181,1
0,4,2,16,1
0,4,2,8,2
0,1,3,13,1
0,2,1,22,2
0,5,1,13,2
0,0,1,18,1
0,15,2,26,1
0,18,2,19,1
0,6.101695,1,12.20339,1
0,10.16949,1,21.35593,2
0,8,1,30,2
0,5,1,17,1
0,8.727272,2,17.45454,1
0,9,2,24,1
0,4,2,19,2
0,2,2,11,1
0,13.09091,2,18.54545,1
0,1,2,47,1
0,7,1,18,3
0,3.050847,1,19.32203,3
0,10.71429,1,11.78571,3
0,21.17647,2,30.58824,2
0,14.44444,2,32.22222,3
0,14,2,34,1
0,7,2,36,2
0,3,1,32,2
0,4,2,29,2
0,4,2,22,1
0,2.181818,1,29.45455,2
0,3.050847,2,33.55932,2
0,3.157895,2,26.31579,2
0,1.071429,2,28.92857,2
0,2,2,30,2
107,24,0,72,0
106,0,0,60,0
0,3.396226,2,32.83019,2
0,2,1,14,2
0,6.31579,2,12.63158,2
0,0,1,13,1
0,3.913043,1,27.3913,2
0,3,1,13,1
0,5,3,10,2
0,2,3,11,1
0,1,2,5,1
0,5,1,15,1
0,5,2,10,2
0,4.067797,3,13.22034,1
0,4,3,8,1
0,1.034483,3,11.37931,1
0,0,2,4,1
0,4.137931,3,10.34483,1
0,5.263158,2,17.89474,3
0,3,2,9,2
0,1,2,8,2
0,5.217391,1,14.34783,1
0,0,1,39.47368,1
0,0,0,42.85714,0
0,5.853658,1,39.5122,3
