cadence,eyeMoveBigHorizontal,focus,numBlinks,sleepy
0,0,2,11,1
0,0,1,13,2
0,0,1,12,3
0,0,2,9,3
0,0,2,14,0
0,0,2,15,1
0,0,1,11,2
0,0,2,5,2
0,0,2,7,1
0,0,2,16,2
0,0,1,14,2
0,0,2,13,2
0,1,2,10,1
0,0,1,12,1
0,0,1,12,1
0,0,3,11,2
0,0,1,13,2
0,0,2,6,1
0,0,1,17,2
0,0,1,16,2
0,0,1,12,2
0,0,1,14,1
0,0,2,17,2
0,0,1,17,1
0,1,1,14,1
0,1.016949,2,16.27119,1
0,0,2,8,1
0,0,2,19,1
0,0,1,13,1
0,1,1,16,1
0,1.016949,2,13.22034,2
0,5.714286,1,21.42857,2
0,2,2,12,2
0,0,1,15,1
0,0,2,20,1
0,0,1,18.62069,1
0,0,1,17,1
0,0,2,13.22034,2
0,0,3,18,0
0,0,2,19,0
0,0,3,19,1
179,19,0,26,0
146,14,0,32,0
159,24.82759,0,60,0
143,7,0,24,0
140,23,0,45,0
0,5,2,22,2
0,9,3,9,1
0,4,2,16,1
120,20,0,31,0
0,11,3,23,2
140,16,0,30,0
120,10,0,52,0
117,9,0,17,0
164,22,0,25,0
127,9,0,18,0
201,34.13793,0,50.68966,0
0,20,2,21,1
124,16,0,24,0
115,15,0,27,0
0,27,2,30,1
0,1,2,6,1
138,35,0,44,0
187,23,0,23,0
127,31,0,29,0
121,25.38461,0,41.53846,0
98,0,0,40,0
95,4.285715,0,30,0
106,40,0,55,0
115,33,0,63,0
133,28.69565,0,91.30434,0
185,49.09091,0,76.36363,0
143,56.84211,0,60,0
153,76.36363,0,10.90909,0
134,54.44444,0,20,0
153,36.47059,0,58.82353,0
150,34.66667,0,88,0
140,27.90698,0,75.34884,0
134,68.27586,0,28.96552,0
134,53.57143,0,10.71429,0
165,66,0,9,0
159,45.88235,0,24.70588,0
144,50.4,0,14.4,0
162,60,0,17.14286,0
149,24,0,8.4,0
142,21.35593,0,15.25424,0
0,7.368421,2,7.368421,0
0,0,2,2,0
0,0,2,1,0
0,0,2,3,1
0,0,2,3,1
0,0,2,7,1
0,0,2,4,1
0,0,2,3,1
0,0,2,9,3
0,0,2,5,1
0,0,2,6,1
0,0,2,5,2
0,0,2,5,2
0,0,2,4,2
0,0,2,2,3
0,0,2,7,1
0,0,2,5,2
0,0,2,2,2
0,0,2,8,2
0,0,2,3,2
0,0,2,5,2
0,0,2,4,2
0,0,2,5,2
0,0,2,16,2
0,0,2,6,1
0,0,2,5,1
0,0,2,5,1
0,0,2,4,1
0,0,2,11,1
0,0,2,6,1
0,0,2,6,1
0,0,2,4,1
0,0,2,7,2
0,0,2,5,2
0,0,1,11,1
0,0,1,0,1
0,0,2,3,2
0,0,2,9,1
0,0,2,5,2
0,0,2,2,1
0,0,2,1,1
0,0,3,7,1
0,0,2,5,1
0,0,2,4,1
0,0,2,3,2
0,0,2,3,2
0,0,2,6,1
0,0,2,3,2
0,0,2,12,1
0,0,2,8,1
0,0,2,3,1
0,0,2,5,1
0,0,3,6,1
0,0,2,2,1
0,0,2,6,1
0,0,2,3,2
0,0,2,4,2
0,0,2,5,2
0,0,2,7,2
0,0,2,3,1
0,0,2,6,1
0,2,2,8,2
0,0,2,7,1
0,0,2,3,1
0,0,2,4,1
0,0,2,4,1
0,0,2,4,2
0,0,2,5,1
0,0,2,8,1
0,0,2,4,1
0,0,2,5,1
0,0,2,4,1
0,4.444445,2,10,1
0,11.53846,2,17.30769,1
0,3.157895,2,3.157895,1
0,1.153846,2,3.461539,1
0,0,2,2,1
0,0,2,2,3
0,0,2,4,3
0,0,2,4,3
0,0,2,1,1
0,0,2,3,1
0,0,2,2,1
0,0,2,6,2
0,0,2,3,2
0,0,2,1,1
0,0,2,3.157895,1
0,0,2,3,1
0,0,2,3,1
0,0,2,3,1
0,0,2,3,1
0,0,2,2,1
0,0,2,7.118644,1
0,0,2,2,1
0,0,2,2,1
0,1,2,6,1
0,0,2,8,1
0,0,2,5,1
0,0,2,3,1
0,0,2,7,1
0,0,3,6,1
0,0,2,6,1
0,0,2,6,1
0,0,2,5,1
0,0,3,6,1
0,0,2,4,1
0,0,2,6,1
0,0,2,3,1
0,0,2,5,1
0,0,2,6,1
0,0,2,10,1
0,0,2,6,1
0,0,2,5,1
0,0,2,6,1
0,0,2,4,1
0,0,3,8,1
0,0,2,4,1
0,0,2,4,1
0,1,2,8,1
0,2,2,0,1
0,0,2,7,1
0,0,2,3,1
0,0,2,3,1
0,0,2,3,1
0,0,3,9,1
0,0,2,10,1
0,0,2,7,1
0,0,3,13,1
0,0,2,7,1
0,0,2,22,1
0,0,3,11,1
0,0,2,6,3
0,0,2,8,3
0,0,2,9,3
0,0,2,3,1
0,0,2,7,1
0,0,2,5,1
0,0,2,10,1
0,0,2,7,1
0,0,2,6,1
0,0,2,8,1
0,0,2,3,1
0,0,2,5,1
0,1,2,9,1
0,0,2,13,1
0,0,2,2,1
0,0,2,12,1
0,0,2,15,2
0,0,2,5,3
0,0,1,12,3
0,0,2,4,1
0,0,1,14,3
0,0,3,11,1
0,0,2,14,1
0,0,2,5,1
0,0,2,6,1
0,0,2,7,1
0,0,2,8,1
0,0,3,7,1
0,0,2,6,1
0,0,1,11,1
0,1,2,7,1
0,0,2,9,1
0,0,3,6,1
0,0,3,10,2
0,0,2,9,2
0,0,3,11,3
0,0,2,7,3
0,0,2,8,1
0,0,2,6,1
0,0,1,14,1
0,0,2,6,1
0,0,2,10,1
0,0,2,8,1
0,0,1,12,1
0,0,2,7,1
0,0,3,9,1
0,0,2,6,1
0,0,2,7,1
0,0,2,5,1
0,0,2,18,1
0,0,2,4,1
0,0,2,6,1
0,0,3,11,1
0,0,2,8,1
0,0,2,8,1
0,0,2,9,1
0,0,3,11,1
0,0,2,6,1
0,0,3,7,1
0,0,2,5,1
0,0,2,7,1
0,0,2,3,1
0,0,2,4,1
0,0,3,6,1
0,0,2,6,1
0,0,2,6,1
0,0,2,5,1
0,0,2,3,1
0,0,3,8,1
0,0,2,6,1
0,0,2,7,1
0,0,2,2,1
0,0,3,9,1
0,0,2,5,1
0,0,2,7,1
0,0,1,14,1
0,0,3,9,1
0,0,2,4,1
0,0,2,8,1
0,0,2,8,1
0,0,3,8,1
0,0,2,8,1
0,0,2,8,1
0,0,2,7,1
0,0,2,8,1
0,0,3,10,1
0,0,3,10,1
0,0,2,5,1
0,0,2,6,1
0,0,3,8,1
0,0,2,4,1
0,0,2,5,1
0,0,2,8,1
0,0,2,11,1
0,0,2,6,1
0,0,3,13,3
0,0,2,4,3
0,0,1,11,3
0,0,2,1,1
0,0,2,5,1
0,0,2,4,1
0,0,2,4,1
0,0,2,2,1
0,0,2,6,1
0,0,2,11,1
0,0,2,4,1
0,0,2,7,1
0,0,2,7,1
0,0,2,9,1
0,0,2,4,1
0,0,2,6,1
0,0,2,8,1
0,0,2,9,1
0,0,3,7,1
0,0,2,2,1
0,0,3,11,1
0,0,2,10,3
0,0,2,5,3
0,0,2,7,3
0,0,2,6,1
0,0,2,4,1
0,0,3,11,1
0,0,2,4,1
0,0,2,6,1
0,0,2,13,1
0,0,2,9,1
0,0,2,7,1
0,0,2,10,1
0,0,3,10,1
0,0,2,9,1
0,0,3,11,1
0,0,1,14,3
0,0,2,4,2
0,0,2,8,3
0,0,2,6,2
0,0,2,7,2
0,0,2,5,1
0,0,3,8,1
0,0,2,11,1
0,0,2,4,1
0,0,2,7,1
0,0,2,7,1
0,0,3,9,1
0,0,3,9,3
0,0,2,6,1
0,0,1,13,1
0,0,2,8,1
0,0,1,11,1
0,0,2,9,1
0,0,3,9,1
0,0,3,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,6.101695,3,8.135593,1
0,0,3,0,1
0,0,0,0,0
0,0,0,0,0
0,0,2,1,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,2,1,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,0
0,0,2,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1.016949,0
0,16.5,1,15,0
0,5.882353,2,29.41176,0
108,5.294118,0,47.64706,0
113,0,0,28.5,0
112,0,0,0,0
112,0,0,0,0
111,0,0,60,0
113,0,0,40,0
115,15,0,30,0
113,40,0,53.33333,0
108,7.5,0,55.5,0
106,11.66667,0,33.33334,0
0,6.486486,0,38.91892,0
0,8.780487,1,43.90244,1
112,15.42857,0,46.28571,0
115,27.27273,0,70.90909,0
115,8.571429,0,60,0
111,5.106383,0,72.76595,0
112,6.976744,0,61.39535,0
108,6,0,42,0
0,2.5,1,26.25,2
0,2.44898,1,20.81633,3
0,2.181818,2,18.54545,2
0,0,1,14,2
0,4.067797,1,19.32203,2
0,1,3,12,1
0,0,2,14,1
0,8.135593,1,14.23729,1
0,0,1,32.14286,1
0,0,0,42,0
92,0,0,52.94118,0
0,5.106383,1,25.53192,2
0,2.105263,1,15.78947,1
0,1,2,7,1
0,4,2,18,1
0,0,1,13,1
0,3.529412,2,24.70588,1
0,0,2,7,1
0,0,2,24.44444,1
0,1,2,24,1
0,0,2,14,1
0,0,2,17.89474,1
0,3,2,18,2
0,8,1,14.66667,1
0,0,2,16.55172,1
0,0,1,10,1
0,0,2,9,1
0,1.052632,2,6.31579,1
0,4.067797,1,12.20339,1
0,0,1,14.23729,1
0,0,2,10,1
0,3.050847,2,10.16949,1
0,1,2,14,1
0,1,1,11,1
0,0,2,14,1
0,0,2,5.172414,1
0,0,2,9.152542,1
0,0,2,15,1
0,1.395349,1,39.06977,1
151,20,0,20,0
115,36,0,84,0
0,2.4,2,27.6,2
120,2.553191,0,22.97872,0
126,0,0,60,0
121,20,0,60,0
101,2.352941,0,32.94118,0
0,0,2,23.7931,2
0,0,2,17,2
0,0,1,19,2
0,2,2,21,1
0,0,2,16,2
0,0,2,15,1
0,0,2,16,2
0,0,1,13,2
0,0,2,12,3
0,0,2,3,1
0,1,2,1,1
0,3,2,4,1
0,6.101695,2,3.050847,1
0,1,2,1,2
0,0,2,0,2
0,2,0,0,0
0,1,2,1,1
0,4,2,0,1
0,0,2,1,1
0,1,2,0,1
0,0,2,3.103448,1
0,0,2,5.454545,1
0,3,2,3,1
0,0,2,6.101695,1
0,0,2,4,1
0,2.307692,2,4.615385,1
0,2.5,1,20,1
0,5.454545,2,13.09091,1
0,2,2,1,2
0,5,2,2,1
0,1,2,4,1
0,3,2,2,1
0,2,2,2,1
0,5,3,9,1
0,8.135593,2,3.050847,1
0,3,2,5,1
0,1,2,8,1
0,0,1,21.95122,2
0,0,2,7.241379,2
0,1.052632,2,7.368421,1
0,3,2,7,1
0,1.016949,3,15.25424,1
0,0,2,1,1
0,7.636364,3,12,1
0,0,2,28.96552,1
0,5,2,30,2
0,3,2,3,2
0,1,3,12,2
0,6.545455,2,29.45455,2
90,0,0,35.55556,0
98,0,0,0,0
103,60,0,0,0
96,13.04348,0,23.47826,0
0,5.714286,1,44.28571,2
0,1.153846,2,32.30769,2
0,3.243243,2,40.54054,2
0,6.792453,2,23.77358,2
0,2.857143,1,32.85714,2
112,1.935484,0,34.83871,0
0,7.826087,1,37.82609,2
0,2,2,21,2
0,2.033898,2,25.42373,2
0,6,2,26,2
0,9,2,27,2
0,8.135593,2,25.42373,2
0,4.067797,2,23.38983,2
0,6,2,23,2
0,9,1,13,2
0,3,1,18,3
0,8,1,18,2
0,4,2,27,2
0,10,2,11,2
0,4,2,30,2
0,9.310345,2,23.7931,3
0,11.37931,1,18.62069,2
0,9,1,24,2
0,14,1,17,2
0,2,2,20,1
0,2.105263,2,35.78947,2
0,15,1,19,2
0,5,2,13,1
0,11.78571,2,22.5,2
0,8.275862,2,33.10345,2
0,2.033898,2,26.44068,2
0,1.016949,2,26.44068,2
0,2.033898,2,27.45763,2
0,5,2,28,2
0,0,2,44.74576,2
0,6,2,34,2
113,3.870968,0,46.45161,0
108,0,0,26.89655,0
106,15,0,20,0
107,60,0,60,0
110,0,0,40,0
95,0,0,0,0
100,0,0,0,0
0,4.897959,1,24.4898,2
0,0,2,34.13793,2
0,2.4,2,39.6,1
0,1.428571,1,45.71429,1
0,7.741935,1,17.41935,1
0,1.111111,0,0,0
0,0,2,2.033898,1
0,1,3,7,2
0,0,2,3.214286,1
0,0,2,2.142857,1
0,1,2,30,2
0,1.016949,2,32.54237,2
0,1,2,4,2
0,0,2,1,2
0,0,2,1,3
0,0,2,0,1
0,0,2,1,1
0,0,2,3,1
0,0,2,4,1
0,0,2,10.38462,1
0,0,2,28.30189,1
0,1.176471,2,27.05882,1
0,0,2,29.03226,1
0,0,1,31.5,2
0,1.034483,3,6.206897,3
0,0,2,6.101695,2
0,2.222222,2,25.55556,1
0,0,3,5.172414,2
0,1.034483,2,2.068965,1
0,1,2,10,3
0,0,2,15.51724,3
0,1.052632,1,15.78947,1
0,3,3,8,1
0,0,1,15,1
0,0,2,5,1
0,0,3,7,1
0,0,1,20.86957,1
0,0,2,4,1
0,0,2,4.897959,1
0,0,2,1,1
0,0,2,5,1
0,5.172414,2,9.310345,1
0,2.033898,2,8.135593,1
0,1.034483,2,8.275862,1
0,0,2,10,1
0,1.22449,1,20.81633,2
0,0,2,1.22449,1
0,0,2,3,1
0,0,2,1.034483,1
0,0,2,1,1
0,1,2,1,1
0,0,2,0,1
0,0,2,1,1
0,1,2,1,1
0,0,2,2,1
0,0,2,21,1
0,0,1,12.20339,2
0,0,3,10,3
0,0,3,5,3
0,0,2,1,1
0,0,3,12.41379,1
0,0,3,11,2
0,0,2,12.41379,1
0,0,2,22.75862,1
0,0,2,11.57895,1
0,0,2,11.57895,2
0,2,1,26,2
0,0,2,10.34483,1
0,0,1,13,1
0,0,2,5.263158,1
0,0,2,0,3
0,0,2,2.033898,1
0,0,2,5,1
0,0,2,23,1
0,0,3,5,1
0,1.016949,3,17.28814,1
0,2,2,21,1
0,0,2,0,1
0,1,2,18,2
0,1.034483,2,21.72414,3
0,0,2,1,3
0,0,3,10,3
0,0,3,14,3
0,0,2,5,3
0,0,3,6,3
0,0,2,11,2
0,0,2,12.20339,1
0,1.016949,3,10.16949,1
0,1.071429,3,7.5,1
0,0,1,11,1
0,1,3,8,1
0,0,2,4,1
0,0,2,8,3
0,0,2,7,1
0,0,1,24.40678,1
0,1.034483,2,19.65517,1
0,0,1,19.28571,1
0,0,2,16.98113,1
0,0,2,27.85714,2
0,0,2,26,2
0,0,2,25.88235,3
0,1.034483,2,24.82759,3
0,1.132076,2,13.58491,2
0,2.033898,2,16.27119,1
0,1,3,12,1
0,1.111111,2,18.88889,1
0,4.210526,1,24.21053,1
0,6.666667,1,18.66667,1
0,1.016949,1,13.22034,1
0,0,3,9,1
0,0,1,13.44828,1
0,0,2,19,1
0,0,2,5.263158,1
0,0,2,4,1
0,0,1,13.92857,1
0,6.101695,2,21.35593,1
0,0,3,15,2
0,0,1,19,2
0,1.016949,2,17.28814,2
0,1,3,8,1
0,3.103448,2,15.51724,2
0,0,2,19,2
108,0,0,12.85714,0
116,14.11765,0,28.23529,0
110,6,0,42,0
111,1.428571,0,22.85714,0
0,0,2,14.23729,1
0,0,3,9,1
0,2,2,10,2
0,2,2,22,2
0,0,2,19.32203,2
0,0,2,17,1
0,0,2,19.32203,2
0,1.034483,2,22.75862,2
0,0,1,12,2
135,45,0,45,0
125,5,0,30,0
118,0,0,23.33333,0
98,5.333333,1,38.66667,3
0,1.22449,1,17.14286,3
114,16,0,54,0
113,0,0,60,0
121,60,0,0,0
117,0,0,0,0
106,30,0,64.28571,0
95,6.666667,0,60,0
87,13.33333,0,50,0
90,1.363636,0,46.36364,0
97,9.375,0,41.25,0
94,4.285715,0,42.85714,0
101,10,0,62.5,0
100,40,0,20,0
117,36,0,36,0
111,60,0,0,0
110,0,0,0,0
108,6.666667,0,28,0
0,0,1,15.25424,2
0,0,1,27.45763,2
0,0,3,10,3
0,0,2,15.51724,1
0,0,2,7.241379,1
0,0,2,0,1
0,1,2,1,3
0,0,3,13,2
0,0,2,12,2
0,0,1,14,2
0,0,1,12,1
0,2,1,13,2
0,1.016949,2,8.135593,1
0,2,3,9,2
0,0,2,5,1
0,0,2,8,1
0,2.068965,2,3.103448,1
0,6.206897,2,11.37931,2
0,0,2,11,1
0,0,3,10,2
0,0,2,16,2
0,0,2,13,2
0,0,2,20,1
0,0,2,15,1
0,0,2,9,1
0,0,1,15,2
0,1,1,12,2
0,0,3,7,1
0,0,2,5,1
0,0,2,9,1
0,0,2,9,1
0,0,2,15,2
0,0,3,10,2
0,0,1,15,2
0,0,1,16,1
0,0,2,10,2
0,0,1,14,2
0,0,2,13,2
0,0,2,17,1
0,0,2,19,1
0,0,1,15,1
0,0,1,15,2
0,0,2,15,1
0,0,2,12,1
0,0,1,14,1
0,0,1,14,1
0,1,1,19,1
0,0,2,16,1
0,0,2,24,1
0,0,1,15,1
0,0,2,9,2
0,2,3,11,1
0,0,2,8,1
0,0,3,7,3
0,0,1,13,3
0,0,2,7,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,4,1
0,0,2,1,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2,1,1
0,0,2,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
